form_index,form_group_id,section_number,part_index,part_count,form_title,website_label,description,source_rows,question_count,total_points,question_number_in_form,source_file,source_sheet,source_row,section,rule,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,points,feedback
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,7,Chapter2_Section7.xlsx,Chapter2_Section7,8,Chapter 2 Section 7,20702,Which example of short absence is mentioned under Rule 020702?,Retirement after thirty-five years,Court conviction,Promotion examination,Casual leave or sick leave,D,Casual leave or sick leave,1,"Correct. Under PSR Rule 020702, examples of short absence include casual leave or sick leave."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,8,Chapter2_Section7.xlsx,Chapter2_Section7,9,Chapter 2 Section 7,20702,What circumstance may still necessitate acting appointment for a relatively brief period under Rule 020702?,Compliance with statutory provisions,Personal preference of the acting Officer,Family request of the substantive holder,Staff Union election,A,Compliance with statutory provisions,1,"Correct. Under PSR Rule 020702, circumstances such as compliance with statutory provisions may necessitate an acting appointment for a relatively brief period."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,9,Chapter2_Section7.xlsx,Chapter2_Section7,10,Chapter 2 Section 7,20702,Who decides whether an acting appointment is necessary or desirable in a particular case?,The substantive holder alone,The Officer’s immediate colleague,The Federal Civil Service Commission or Board,The Staff Union only,C,The Federal Civil Service Commission or Board,1,"Correct. Under PSR Rule 020702, the decision whether an acting appointment is necessary or desirable rests with the Federal Civil Service Commission or Board."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,10,Chapter2_Section7.xlsx,Chapter2_Section7,11,Chapter 2 Section 7,20703,"Under Rule 020703, acting appointment is not intended for what purpose?",To fill a temporarily vacant post,To test the suitability of Officers for promotion,To ensure continuity of official duties,To cover a vacant duty post temporarily,B,To test the suitability of Officers for promotion,1,"Correct. Under PSR Rule 020703, acting appointment is not intended as a means of testing the suitability of Officers for promotion."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,11,Chapter2_Section7.xlsx,Chapter2_Section7,12,Chapter 2 Section 7,20703,Acting appointments will normally be made for what purpose under Rule 020703?,To reward staff union membership,To replace confirmation examinations,To punish Officers,To fill posts that are temporarily vacant,D,To fill posts that are temporarily vacant,1,"Correct. Under PSR Rule 020703, acting appointments will normally be made only to fill posts that are temporarily vacant."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,12,Chapter2_Section7.xlsx,Chapter2_Section7,13,Chapter 2 Section 7,20703,What does Rule 020703 say about the duration of acting appointments?,Their duration should be limited accordingly,They must be permanent,They must last until retirement,They must be unlimited,A,Their duration should be limited accordingly,1,"Correct. Under PSR Rule 020703, acting appointments are normally for temporarily vacant posts and their duration should be limited accordingly."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,13,Chapter2_Section7.xlsx,Chapter2_Section7,14,Chapter 2 Section 7,20704,On which form must recommendations for acting appointment be forwarded to the Federal Civil Service Commission?,Form L.10,Form Gen. 60,General Form 66,Form FC. 2,C,General Form 66,1,"Correct. Under PSR Rule 020704(a), recommendations for acting appointment must be forwarded to the Federal Civil Service Commission on General Form 66."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,14,Chapter2_Section7.xlsx,Chapter2_Section7,15,Chapter 2 Section 7,20704,What certificate must accompany a recommendation for acting appointment under Rule 020704?,A certificate that the acting Officer will assume the full duties and responsibilities of the post,A certificate of annual leave only,A certificate of union membership,A certificate of pension payment,A,A certificate that the acting Officer will assume the full duties and responsibilities of the post,1,"Correct. Under PSR Rule 020704(a), the recommendation must include a certificate that the acting Officer will assume the full duties and responsibilities of the post."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,15,Chapter2_Section7.xlsx,Chapter2_Section7,16,Chapter 2 Section 7,20704,Who gazettes an approved acting appointment under Rule 020704?,The Staff Union,The Officer’s MDA without approval,The Officer personally,The Federal Civil Service Commission,D,The Federal Civil Service Commission,1,"Correct. Under PSR Rule 020704(a), an approved acting appointment shall be gazetted by the Federal Civil Service Commission."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,16,Chapter2_Section7.xlsx,Chapter2_Section7,17,Chapter 2 Section 7,20704,An approved acting appointment shall on no account be backdated beyond what period from the date the Commission receives the recommendation?,One year,Six months,Two years,Three weeks,B,Six months,1,"Correct. Under PSR Rule 020704(a), an approved acting appointment shall not be backdated to a period in excess of six months from the date the Federal Civil Service Commission receives the recommendation."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,17,Chapter2_Section7.xlsx,Chapter2_Section7,18,Chapter 2 Section 7,20704,What is the normal maximum period of acting appointment under Rule 020704?,Three months,Six months,One year,Four years,C,One year,1,"Correct. Under PSR Rule 020704(b), the period of acting appointment shall not exceed one year in the normal case."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,18,Chapter2_Section7.xlsx,Chapter2_Section7,19,Chapter 2 Section 7,20704,"In exceptional circumstances, an acting appointment may be extended for what additional period under Rule 020704?",Another one year,Another five years,Another six months,Indefinitely,A,Another one year,1,"Correct. Under PSR Rule 020704(b), in exceptional circumstances, acting appointment may be extended for another one year."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,19,Chapter2_Section7.xlsx,Chapter2_Section7,20,Chapter 2 Section 7,20704,Which statement correctly summarises the procedure under Rule 020704?,Acting appointment is made by verbal instruction only,Acting appointment is unlimited once approved,Acting appointment needs no certificate or gazette,"Recommendation is made on General Form 66, must include the required certificate, and approved appointment is gazetted",D,"Recommendation is made on General Form 66, must include the required certificate, and approved appointment is gazetted",1,"Correct. Under PSR Rule 020704, recommendations are forwarded on General Form 66 with the required certificate, and approved acting appointment is gazetted by the Federal Civil Service Commission."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,20,Chapter2_Section7.xlsx,Chapter2_Section7,21,Chapter 2 Section 7,20705,Where is the commencement date of an acting appointment indicated?,In the gazette notice authorizing the appointment,In the Officer’s private diary,In the annual leave roster,In a Staff Union register,A,In the gazette notice authorizing the appointment,1,"Correct. Under PSR Rule 020705, the date on which an acting appointment commences is indicated in the gazette notice authorizing the appointment."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,21,Chapter2_Section7.xlsx,Chapter2_Section7,22,Chapter 2 Section 7,20705,"Normally, what is the gazette date of commencement of an acting appointment?",The date the Officer applies for promotion,The date the Officer receives salary,The date the acting Officer takes over the duties and responsibilities of the post,The date the Staff Union approves it,C,The date the acting Officer takes over the duties and responsibilities of the post,1,"Correct. Under PSR Rule 020705, the gazette date of commencement will normally be the date on which the acting Officer takes over the duties and responsibilities of the post."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,22,Chapter2_Section7.xlsx,Chapter2_Section7,23,Chapter 2 Section 7,20705,"Where the acting Officer takes over from the substantive holder, the gazette date of commencement will not be earlier than when?","The date the substantive holder, after handing over, leaves the station or post",The date the acting Officer first joined the Service,The date the Officer’s annual leave starts in another MDA,The date of union nomination,A,"The date the substantive holder, after handing over, leaves the station or post",1,"Correct. Under PSR Rule 020705(a), where the acting Officer takes over from the substantive holder, the commencement date will not be earlier than the date the substantive holder, after handing over, leaves the station or post."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,23,Chapter2_Section7.xlsx,Chapter2_Section7,24,Chapter 2 Section 7,20705,Which situation is listed under Rule 020705 as relevant to commencement where the substantive holder has handed over?,The substantive holder refuses to hand over,The substantive holder applies for casual leave only,The substantive holder is transferred to a private company,The substantive holder takes over substantively or acts in another post in the same station,D,The substantive holder takes over substantively or acts in another post in the same station,1,"Correct. Under PSR Rule 020705(b), the gazette date may relate to when the substantive holder takes over substantively or acts in another post in the same station after handing over."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,24,Chapter2_Section7.xlsx,Chapter2_Section7,25,Chapter 2 Section 7,20705,"Under Rule 020705, commencement may also relate to the date the substantive holder does what in the same station?",Commences vacation leave,Joins a secret society,Applies for retirement benefits,Receives a query,A,Commences vacation leave,1,"Correct. Under PSR Rule 020705(c), the commencement date may relate to when the substantive holder commences vacation leave in the same station, where applicable."
